指标,202004,202003,202002,202001,201912,201911,201910,201909,201908,201907,201906,201905,201904,201903,201902,201901,201812,201811,201810,201909,201908,201907,201906,201905
商品住宅施工面积_累计值,0,521043.0979,504616.0689,487654.0872,0,627673.4235,613565.6556,598802.1642,583683.167,568024.7003,554111.3756,538284.0051,518616.6822,501831.69,484559.9069,466339.6675,0,569986.6619,557172.641,542343.7391,530250.8562,515960.9484,502037.3343,487933.1583
商品住宅施工面积_累计增长,0,3.8,4.1,4.6,0,10.1,10.1,10.4,10.1,10.1,10.4,10.3,10.4,10.4,9.7,8.3,0,6.3,5.7,5.2,4.9,4.6,3.9,3.2
商品住宅新开工施工面积_累计值,0,35248.3115,20799.449,7559.4648,0,167463.4262,151447.4041,136936.7235,122308.4502,107052.9699,92826.4655,77997.8521,59124.7184,43334.6363,28466.6078,13596.556,0,153352.5689,138535.5263,123874.6585,112410.8731,98306.9943,84684.8106,70610.7092
商品住宅新开工施工面积_累计增长,0,-18.7,-26.9,-44.4,0,9.2,9.3,10.5,8.8,8.9,9.6,10.5,11.4,13.8,11.5,4.3,0,19.7,19.3,19,19.4,19.7,18,15
商品住宅竣工面积_累计值,0,13709.332,10927.8078,6760.9281,0,68011.1077,45274.1891,38474.1672,33084.3161,29336.1478,26373.6937,22929.1039,18834.6263,16040.114,13043.1143,8925.5624,0,66015.7496,47178.1526,40701.7708,36165.6691,32459.5241,29462.5119,25961.8946
商品住宅竣工面积_累计增长,0,-14.5,-16.2,-24.3,0,3,-4,-5.5,-8.5,-9.6,-10.5,-11.7,-10.9,-7.5,-8.1,-7.8,0,-8.1,-12.7,-12.6,-12.3,-13.2,-12.2,-12.8
办公楼施工面积_累计值,0,31348.1047,30482.0169,29641.736,0,37251.817,36782.2186,36174.0241,35354.7322,34881.5954,34416.3371,33584.9508,32622.6021,32055.4938,31277.5425,30633.6966,0,35842.2323,35371.574,34759.7648,34166.9905,33488.2686,33000.5124,32524.6804
办公楼施工面积_累计增长,0,-2.2,-2.5,-3.2,0,3.9,4,4.1,3.5,4.2,4.3,3.3,2.6,2.5,1.4,0.8,0,-0.5,-0.2,-0.4,-0.6,-1.1,-1,-0.6
办公楼新开工施工面积_累计值,0,1369.5092,806.6721,303.7153,0,7083.5862,6347.9313,5814.7148,5010.1934,4480.3989,3930.0898,3265.2258,2451.3997,1920.8742,1301.9265,723.3177,0,6049.0423,5488.17,4906.999,4331.5531,3727.4532,3231.6873,2737.9892
办公楼新开工施工面积_累计增长,0,-28.7,-38,-58,0,17.1,15.7,18.5,15.7,20.2,21.6,19.3,17.5,26.2,17.8,38,0,-1.5,0.3,-0.7,-3.3,-7.9,-7,-7.4
办公楼竣工面积_累计值,0,703.3414,613.3955,396.7834,0,3923.3927,2356.8724,2033.6945,1739.6977,1543.5013,1407.4686,1199.6481,952.0248,760.319,650.8709,431.6692,0,3884.0404,2611.0374,2149.2719,1938.7346,1790.131,1669.9655,1495.199
办公楼竣工面积_累计增长,0,-7.5,-5.8,-8.1,0,1,-9.7,-5.4,-10.3,-13.8,-15.7,-19.8,-27.5,-31,-30.8,-29.3,0,-3.1,-12.9,-19.3,-13.6,-11.5,-10.1,-6
商业营业用房施工面积_累计值,0,78232.3349,76572.9824,74457.324,0,100389.4934,99428.6296,97836.9341,96144.3824,94496.3278,92863.7981,90931.1274,88579.3949,86638.1619,84969.0705,82936.7982,0,102629.2245,101539.5224,99743.1383,97813.9232,96119.149,94255.964,92534.0407
商业营业用房施工面积_累计增长,0,-9.7,-9.9,-10.2,0,-2.2,-2.1,-1.9,-1.7,-1.7,-1.5,-1.7,-1.7,-1.8,-1.8,-2.7,0,-2.5,-2.7,-3,-3.3,-3.3,-3.5,-3.3
商业营业用房新开工施工面积_累计值,0,3873.3761,2361.1895,875.4031,0,18936.2791,17134.3536,15504.9981,13941.5203,12172.406,10585.3277,8876.191,6666.6003,4868.6793,3360.6347,1774.143,0,20065.6854,18036.9984,16187.2419,14412.2829,12739.4098,10971.5638,9217.5661
商业营业用房新开工施工面积_累计增长,0,-20.4,-29.7,-50.7,0,-5.6,-5,-4.2,-3.3,-4.5,-3.5,-3.7,-4.7,-5.4,-2.3,-2.6,0,-2,-3.2,-4.9,-6,-6.5,-8.1,-8.4
商业营业用房竣工面积_累计值,0,2151.1047,1802.0617,1036.6859,0,10814.1772,7481.2228,6336.1696,5532.5845,4987.7314,4457.8501,3927.2251,3329.8394,2786.5521,2270.6994,1476.7341,0,11258.6806,8333.0362,7131.5973,6393.3776,5909.0504,5393.1598,4752.9309
商业营业用房竣工面积_累计增长,0,-22.8,-20.6,-29.8,0,-3.9,-10.2,-11.2,-13.5,-15.6,-17.3,-17.4,-15.8,-14.3,-15.1,-21.4,0,-11.1,-15.3,-15.2,-12.7,-9.8,-8.8,-8.1
商品房销售面积_累计值,0,33972.5809,21978.3239,8474.95,0,171557.8676,148905.0175,133250.6792,119178.5328,101848.5612,88782.9143,75785.5907,55518.0532,42085.4519,29828.941,14102.145,0,171654.3616,148603.9296,133116.8536,119312.7747,102473.5269,89989.5302,77143.2816
商品房销售面积_累计增长,0,-19.3,-26.3,-39.9,0,-0.1,0.2,0.1,-0.1,-0.6,-1.3,-1.8,-1.6,-0.3,-0.9,-3.6,0,1.3,1.4,2.2,2.9,4,4.2,3.3
商品房现房销售面积_累计值,0,4611.1997,3088.3215,1208.2799,0,24893.737,21294.0196,19037.4396,17215.8072,14978.3129,13378.8305,11686.9685,8425.0837,6418.527,4695.8626,2214.8339,0,31044.0865,26394.3527,23906.022,21763.3876,18923.7518,16959.0172,14592.3921
商品房现房销售面积_累计增长,0,-28.2,-34.2,-45.4,0,-19.8,-19.3,-20.4,-20.9,-20.8,-21.1,-19.9,-19.9,-19.6,-18.1,-17.5,0,-22.4,-23.6,-22.4,-20.8,-19.1,-17.9,-18.6
商品房期房销售面积_累计值,0,29361.3812,18890.0024,7266.6701,0,146664.1306,127610.9979,114213.2396,101962.7256,86870.2483,75404.0838,64098.6222,47092.9695,35666.9249,25133.0784,11887.3111,0,140610.2719,122209.5769,109210.8316,97549.3871,83549.7751,73030.513,62550.8895
商品房期房销售面积_累计增长,0,-17.7,-24.8,-38.9,0,4.3,4.4,4.6,4.5,4,3.3,2.5,2.6,4.3,3.2,-0.5,0,8.7,9.1,9.8,10.2,11.2,11.2,10.2
商品房销售额_累计值,0,31863.0903,20364.8621,8203.4693,0,159725.1223,139005.7782,124417.2448,111491.285,95372.9494,83162.3479,70698.0586,51772.8294,39140.8727,27038.7693,12803.3432,0,149972.7374,129508.0956,115913.6715,104132.2312,89396.0124,78300.1488,66945.2295
商品房销售额_累计增长,0,-18.6,-24.7,-35.9,0,6.5,7.3,7.3,7.1,6.7,6.2,5.6,6.1,8.1,5.6,2.8,0,12.2,12.1,12.5,13.3,14.5,14.4,13.2
商品房现房销售额_累计值,0,4077.4956,2685.8931,1151.8388,0,19815.8383,16925.1783,15081.9836,13651.8062,11933.0303,10650.446,9166.0674,6667.2701,5082.6806,3685.1329,1785.6538,0,22198.9133,18550.0087,16867.0559,15397.8076,13404.8303,11985.3473,10320.0989
商品房现房销售额_累计增长,0,-19.8,-27.1,-35.5,0,-10.7,-8.8,-10.6,-11.3,-11,-11.1,-11.2,-10.3,-9.8,-8.1,-7.1,0,-15.5,-18,-16.9,-15.7,-14.2,-12.9,-13.7
商品房期房销售额_累计值,0,27785.5947,17678.969,7051.6305,0,139909.284,122080.5999,109335.2612,97839.4788,83439.9191,72511.9019,61531.9912,45105.5593,34058.1921,23353.6364,11017.6894,0,127773.8241,110958.0869,99046.6156,88734.4236,75991.1821,66314.8015,56625.1306
商品房期房销售额_累计增长,0,-18.4,-24.3,-36,0,9.5,10,10.4,10.3,9.8,9.3,8.7,9.1,11.4,8.2,4.6,0,19,19.5,19.8,20.5,21.6,21.2,20
商品住宅销售面积_累计值,0,29916.1824,19234.766,7488.9517,0,150144.3249,130805.1341,117132.5035,104649.7196,89409.8561,77755.687,66180.6068,48708.24,36795.782,25953.5277,12319.4994,0,147929.4214,128713.9049,115432.293,103478.7906,88913.7494,78046.1188,66851.9319
商品住宅销售面积_累计增长,0,-18.7,-25.9,-39.2,0,1.5,1.6,1.5,1.1,0.6,-0.4,-1,-0.7,0.4,-0.6,-3.2,0,2.2,2.1,2.8,3.3,4.1,4.2,3.2
商品住宅现房销售面积_累计值,0,3266.9196,2188.1957,887.7505,0,18215.2073,15670.0152,14051.0868,12686.4949,11035.9606,9849.5615,8590.2018,6183.9216,4676.4901,3396.445,1588.3409,0,23204.7058,19959.915,18159.8003,16613.0972,14436.3866,12963.731,11139.4875
商品住宅现房销售面积_累计增长,0,-30.1,-35.6,-44.1,0,-21.5,-21.5,-22.6,-23.6,-23.6,-24,-22.9,-23.1,-23.4,-22.6,-22.7,0,-25.7,-26.8,-25.7,-24.1,-23.1,-21.9,-22.8
商品住宅期房销售面积_累计值,0,26649.2628,17046.5703,6601.2012,0,131929.1176,115135.1189,103081.4167,91963.2247,78373.8955,67906.1255,57590.405,42524.3184,32119.2919,22557.0827,10731.1585,0,124724.7124,108753.9899,97272.4927,86865.6934,74477.3628,65082.3878,55712.4444
商品住宅期房销售面积_累计增长,0,-17,-24.4,-38.5,0,5.8,5.9,6,5.9,5.2,4.3,3.4,3.7,5.1,3.8,0.5,0,9.8,10.1,10.8,11,11.7,11.7,10.6
商品住宅销售额_累计值,0,28290.634,17934.3572,7197.5876,0,139439.9683,121705.8557,108947.7662,97496.5533,83317.0949,72430.6313,61344.9309,45020.6571,33869.7766,23239.371,11027.7915,0,126392.5983,109946.8836,98354.856,88364.202,75831.1248,66328.0947,56604.2923
商品住宅销售额_累计增长,0,-16.5,-22.8,-34.7,0,10.3,10.7,10.8,10.3,9.9,9.2,8.4,8.9,10.6,7.5,4.5,0,14.7,14.8,15,15.6,16.4,16.2,14.8
商品住宅现房销售额_累计值,0,2911.9435,1905.3569,825.3457,0,14144.1288,12160.454,10842.0295,9765.117,8539.5269,7615.0159,6509.0664,4715.5983,3562.072,2514.7981,1252.0798,0,15340.894,13210.8193,11990.8453,11071.9878,9608.5633,8595.1895,7379.1554
商品住宅现房销售额_累计增长,0,-18.3,-24.2,-34.1,0,-7.8,-8,-9.6,-11.8,-11.1,-11.4,-11.8,-10.8,-10.4,-11.1,-10.4,0,-19.6,-20.5,-20,-18.4,-17.9,-16.9,-18.2
商品住宅期房销售额_累计值,0,25378.6905,16029.0003,6372.2419,0,125295.8395,109545.4017,98105.7367,87731.4363,74777.568,64815.6154,54835.8645,40305.0588,30307.7046,20724.5729,9775.7117,0,111051.7043,96736.0643,86364.0107,77292.2142,66222.5615,57732.9052,49225.1369
商品住宅期房销售额_累计增长,0,-16.3,-22.7,-34.8,0,12.8,13.2,13.6,13.5,12.9,12.3,11.4,11.8,13.8,10.4,6.8,0,21.8,22.2,22.4,22.9,23.9,23.5,22.2
